-1	0	1	GD_00053	NA's	tot_avail
FB_0745334	96	337	1	2	96	434
FB_0745335	94	340	1	1	94	435
FB_0745799	276	158	1	1	276	435
FB_0745823	35	304	96	1	35	435
FB_0745840	140	271	24	1	140	435
FB_0745842	275	159	1	1	275	435
FB_0746380	220	170	1	45	220	391
FB_0746385	220	170	1	45	220	391
FB_0746401	170	222	1	43	170	393
FB_0746410	221	170	1	44	221	392
FB_0747614	130	304	1	1	130	435
FB_0747616	161	255	19	1	161	435
FB_0747629	304	130	1	1	304	435
FB_0747653	306	128	1	1	306	435
FB_0747655	377	58	1	377	58	436
FB_0748449	304	130	1	1	304	435
FB_0748452	219	166	1	50	219	386
FB_0748453	236	182	1	17	236	419
FB_0748455	306	128	1	1	306	435
FB_0748462	110	231	1	94	110	342
FB_0748463	158	277	1	158	277	436
FB_0748467	219	166	1	50	219	386
FB_0748469	305	128	1	2	305	434
FB_0749496	308	126	1	1	308	435
FB_0749498	206	190	1	39	206	397
FB_0749500	186	206	1	43	186	393
FB_0749502	119	277	1	39	119	397
FB_0749506	308	126	1	1	308	435
FB_0749508	156	277	1	2	156	434
FB_0749518	124	309	1	2	124	434
FB_0749569	124	310	1	1	124	435
FB_0749632	83	226	121	1	5	430
FB_0749634	50	75	310	1	50	435
FB_0749637	126	226	83	1	126	435
FB_0749638	82	227	126	1	82	435
FB_0749641	124	310	1	1	124	435
FB_0749652	308	126	1	1	308	435
FB_0749655	124	309	1	2	124	434
FB_0750329	188	206	1	41	188	395
FB_0750341	124	309	1	2	124	434
FB_0750344	126	225	84	1	126	435
FB_0750348	210	214	11	1	210	435
FB_0750349	308	125	1	2	308	434
FB_0750355	125	308	1	2	125	434
FB_0750651	245	189	1	1	245	435
FB_0750655	3	273	159	1	3	435
FB_0750662	403	32	1	403	32	436
FB_0750664	196	239	1	196	239	436
FB_0750940	196	237	2	1	196	435
FB_0750944	198	235	2	1	198	435
FB_0750951	127	306	1	2	127	434
FB_0750956	154	223	1	58	154	378
FB_0750959	2	235	198	1	2	435
FB_0750960	158	277	1	158	277	436
FB_0750970	120	230	85	1	120	435
FB_0751257	55	261	119	1	55	435
FB_0751258	119	261	55	1	119	435
FB_0751268	132	298	4	1	1	434
FB_0752320	2	232	201	1	2	435
FB_0752321	147	1	288	147	1	436
FB_0752322	130	303	1	2	130	434
FB_0752328	303	130	1	2	303	434
FB_0753427	165	257	1	13	165	423
FB_0753429	118	263	54	1	118	435
FB_0753434	299	134	1	2	299	434
FB_0753459	54	261	118	1	2	433
FB_0753471	134	297	1	4	134	432
FB_0754059	184	243	1	8	184	428
FB_0754066	241	193	1	1	241	435
FB_0754070	241	193	1	1	241	435
FB_0754071	2	229	204	1	2	435
FB_0754072	126	225	84	1	126	435
FB_0754252	190	238	1	7	190	429
FB_0754658	241	185	1	9	241	427
FB_0754661	186	241	1	8	186	428
FB_0755020	117	264	54	1	117	435
FB_0755022	4	297	134	1	4	435
FB_0755026	116	264	55	1	116	435
FB_0755028	55	263	117	1	55	435
FB_0755032	117	264	54	1	117	435
FB_0755089	238	196	1	1	238	435
FB_0755090	238	196	1	1	238	435
FB_0755095	238	196	1	1	238	435
FB_0755309	149	211	1	75	149	361
FB_0755328	216	186	1	33	216	403
FB_0755412	238	196	1	1	238	435
FB_0755418	94	234	103	1	4	431
FB_0755427	238	196	1	1	238	435
FB_0755822	194	240	1	1	194	435
FB_0755823	240	194	1	1	240	435
FB_0756228	239	195	1	1	239	435
FB_0756245	239	195	1	1	239	435
FB_0756772	123	225	87	1	123	435
FB_0756774	83	221	122	1	9	426
FB_0756785	121	225	88	1	1	434
FB_0756792	180	198	1	57	180	379
FB_0757609	244	177	1	14	244	422
FB_0757617	38	358	39	1	38	435
FB_0758049	221	174	1	40	221	396
FB_0758052	236	176	1	23	236	413
FB_0758056	27	225	183	1	27	435
FB_0758058	205	185	1	45	205	391
FB_0758061	364	71	1	364	71	436
FB_0758063	189	203	1	43	189	393
FB_0758068	156	277	1	2	156	434
FB_0758071	136	207	1	92	136	344
FB_0758793	142	221	1	72	142	364
FB_0758799	91	336	1	8	91	428
FB_0758858	208	227	1	208	227	436
FB_0759165	134	216	1	85	134	351
FB_0759167	223	211	1	1	223	435
FB_0759171	163	272	1	163	272	436
FB_0759174	213	222	1	213	222	436
FB_0759176	211	222	1	2	211	434
FB_0759430	251	90	1	94	251	342
FB_0759432	248	95	1	92	248	344
FB_0759435	209	226	1	209	226	436
FB_0759952	85	349	1	1	85	435
FB_0759954	227	165	43	1	227	435
FB_0759955	3	316	116	1	3	435
FB_0759958	350	84	1	1	350	435
FB_0759960	348	85	1	2	348	434
FB_0759961	379	1	56	379	1	436
FB_0759967	117	302	1	16	117	420
FB_0760671	87	251	1	97	87	339
FB_0760676	96	337	1	2	96	434
FB_0760677	87	251	1	97	87	339
FB_0760678	248	174	1	13	248	423
FB_0760679	210	225	1	210	225	436
FB_0760681	225	196	1	14	225	422
FB_0761401	165	222	1	48	165	388
FB_0761418	205	100	1	130	205	306
FB_0761422	223	164	1	48	223	388
FB_0761424	100	205	1	130	100	306
FB_0761428	146	289	1	146	289	436
FB_0762079	164	223	1	48	164	388
FB_0762087	165	222	1	48	165	388
FB_0762844	222	165	1	48	222	388
FB_0762848	222	165	1	48	222	388
FB_0762849	121	282	32	1	121	435
FB_0762850	126	245	1	64	126	372
FB_0762852	165	222	1	48	165	388
FB_0762861	165	222	1	48	165	388
FB_0762865	220	162	1	53	220	383
FB_0762874	206	100	1	129	206	307
FB_0763150	174	245	1	16	174	420
FB_0763354	183	229	1	23	183	413
FB_0763357	99	208	1	128	99	308
FB_0763359	221	166	1	48	221	388
FB_0763361	229	183	1	23	229	413
FB_0763370	99	208	1	128	99	308
FB_0763372	76	231	1	128	76	308
FB_0763380	247	175	1	13	247	423
FB_0763381	183	229	1	23	183	413
FB_0763382	222	129	1	84	222	352
FB_0763387	173	246	1	16	173	420
FB_0763988	216	1	219	216	1	436
FB_0764004	376	1	59	376	1	436
FB_0764007	376	1	59	376	1	436
FB_0764008	232	199	1	4	232	432
FB_0764324	214	1	221	214	1	436
FB_0764349	246	175	1	14	246	422
FB_0764489	187	227	1	21	187	415
FB_0764491	187	227	1	21	187	415
FB_0764492	223	163	1	49	223	387
FB_0764494	228	185	1	22	228	414
FB_0764495	186	228	1	21	186	415
FB_0764501	163	223	1	49	163	387
FB_0764505	224	162	1	49	224	387
FB_0764512	163	223	1	49	163	387
FB_0764526	195	199	1	41	195	395
FB_0765573	132	212	1	91	132	345
FB_0765594	219	180	1	36	219	400
FB_0765947	333	102	1	333	102	436
FB_0765972	244	175	1	16	244	420
FB_0766229	242	192	1	1	242	435
FB_0766783	164	259	1	12	164	424
FB_0766785	21	249	165	1	21	435
FB_0767171	11	200	223	1	1	434
FB_0767172	11	199	224	1	1	434
FB_0767173	11	201	222	1	1	434
FB_0767485	10	199	226	1	10	435
FB_0767496	10	199	226	1	10	435
FB_0767500	19	252	164	1	19	435
FB_0767501	20	251	164	1	20	435
FB_0767502	19	252	164	1	19	435
FB_0767507	224	199	10	1	2	433
FB_0767509	10	199	226	1	10	435
FB_0768978	285	150	1	285	150	436
FB_0768980	174	252	1	9	174	427
FB_0768982	10	204	221	1	10	435
FB_0768984	252	174	1	9	252	427
FB_0768985	10	205	220	1	10	435
FB_0768989	10	204	221	1	10	435
FB_0769005	220	205	10	1	220	435
FB_0769013	221	204	10	1	221	435
FB_0769030	32	311	92	1	32	435
FB_0769033	10	204	221	1	10	435
FB_0769828	236	111	1	88	236	348
FB_0769830	187	215	1	33	187	403
FB_0770537	162	234	1	39	162	397
FB_0770538	198	222	1	15	198	421
FB_0770539	198	222	1	15	198	421
FB_0770542	222	198	1	15	222	421
FB_0770548	290	137	1	8	290	428
FB_0770554	144	291	1	144	291	436
FB_0770557	165	208	1	62	165	374
FB_0770560	222	195	1	18	222	418
FB_0770567	291	144	1	291	144	436
FB_0771340	166	207	1	62	166	374
FB_0771341	164	232	1	39	164	397
FB_0771342	291	144	1	291	144	436
FB_0771981	209	167	1	59	209	377
FB_0771982	103	214	117	1	1	434
FB_0771983	76	359	1	76	359	436
FB_0771987	219	216	1	219	216	436
FB_0771997	47	388	1	47	388	436
FB_0772419	81	208	142	1	4	431
FB_0772423	250	181	1	1	3	432
FB_0772424	117	214	104	1	117	435
FB_0773415	203	136	1	96	203	340
FB_0773418	1	183	251	1	1	435
FB_0773420	250	182	2	1	1	434
FB_0773424	238	146	1	51	238	385
FB_0773425	251	182	2	1	251	435
FB_0773433	178	255	1	2	178	434
FB_0773440	108	305	22	1	108	435
FB_0773441	1	182	251	1	1	434
FB_0773445	2	182	251	1	2	435
FB_0773770	175	258	1	2	175	434
FB_0773779	183	230	1	22	183	414
FB_0773781	2	182	251	1	2	435
FB_0773783	102	209	124	1	102	435
FB_0773791	123	208	102	1	2	433
FB_0774491	252	181	2	1	252	435
FB_0774492	252	181	2	1	252	435
FB_0774498	142	231	1	62	142	374
FB_0774500	236	149	1	50	236	386
FB_0775847	45	389	1	1	45	435
FB_0775850	3	157	275	1	3	435
FB_0775854	318	114	3	1	318	435
FB_0775855	107	242	1	86	107	350
FB_0775866	92	227	116	1	92	435
FB_0775868	320	113	2	1	320	435
FB_0775869	193	240	1	2	193	434
FB_0775874	256	179	1	256	179	436
FB_0776373	2	108	325	1	2	435
FB_0776378	69	366	1	69	366	436
FB_0776380	110	299	26	1	110	435
FB_0776382	2	108	325	1	2	435
FB_0776387	110	300	25	1	110	435
FB_0776744	114	280	41	1	114	435
FB_0776750	114	280	41	1	114	435
FB_0776760	51	176	206	1	2	433
FB_0776761	325	108	2	1	325	435
FB_0776766	391	44	1	391	44	436
FB_0776767	325	108	2	1	325	435
FB_0776771	69	366	1	69	366	436
FB_0777173	66	196	173	1	66	435
FB_0777176	326	107	2	1	326	435
FB_0777203	2	229	204	1	2	435
FB_0777709	373	1	62	373	1	436
FB_0777717	253	167	1	15	253	421
FB_0777728	251	169	1	15	251	421
FB_0778216	106	244	1	85	106	351
FB_0778218	54	176	205	1	54	435
FB_0778924	247	101	1	87	247	349
FB_0778926	104	320	1	11	104	425
FB_0778927	171	264	1	171	264	436
FB_0778934	283	151	1	1	283	435
FB_0778946	2	230	201	1	2	433
FB_0780096	114	246	1	75	114	361
FB_0780098	211	190	1	34	211	402
FB_0780721	352	83	1	352	83	436
FB_0780730	209	199	1	27	209	409
FB_0781283	321	103	1	11	321	425
FB_0781287	81	354	1	81	354	436
FB_0781806	29	255	151	1	29	435
FB_0781808	150	256	29	1	150	435
FB_0781810	144	251	1	40	144	396
FB_0781818	151	254	29	1	1	434
FB_0781827	249	116	1	70	249	366
FB_0781834	102	322	1	11	102	425
FB_0782143	196	203	1	36	196	400
FB_0782146	70	224	141	1	70	435
FB_0782149	141	224	70	1	141	435
FB_0782159	143	222	68	1	2	433
FB_0782162	105	232	1	98	105	338
FB_0782168	203	196	1	36	203	400
FB_0782169	76	358	1	1	76	435
FB_0782383	104	227	1	104	104	332
FB_0782803	222	156	1	57	222	379
FB_0782812	164	216	1	55	164	381
FB_0783047	164	216	1	55	164	381
FB_0783048	387	47	1	1	387	435
FB_0783050	44	391	1	44	391	436
FB_0783061	387	47	1	1	387	435
FB_0783062	217	164	1	54	217	382
FB_0783895	44	390	1	1	44	435
FB_0783899	230	111	1	94	230	342
FB_0783900	161	218	1	56	161	380
FB_0783905	217	161	1	57	217	379
FB_0783908	390	44	1	1	390	435
FB_0783912	110	227	1	98	110	338
FB_0784461	369	1	66	369	1	436
FB_0785012	389	45	1	1	389	435
FB_0785023	43	391	1	1	43	435
FB_0785025	219	160	1	56	219	380
FB_0785557	299	136	1	299	136	436
FB_0785569	398	37	1	398	37	436
FB_0786541	134	299	1	2	134	434
FB_0786544	362	73	1	362	73	436
FB_0786557	372	1	63	372	1	436
FB_0786569	388	37	1	10	388	426
FB_0786571	362	73	1	362	73	436
FB_0787084	44	384	1	7	44	429
FB_0787086	161	211	1	63	161	373
FB_0787089	193	240	1	2	193	434
FB_0787090	236	193	1	6	236	430
FB_0787092	236	191	1	8	236	428
FB_0787093	194	240	1	1	194	435
FB_0787106	194	240	1	1	194	435
FB_0787418	215	220	1	215	220	436
FB_0787420	240	193	1	2	240	434
FB_0787424	193	240	1	2	193	434
FB_0787430	5	305	125	1	5	435
FB_0787772	3	305	127	1	3	435
FB_0787778	171	262	2	1	171	435
FB_0787782	171	262	2	1	171	435
FB_0787786	171	262	2	1	171	435
FB_0788487	167	235	1	33	167	403
FB_0788496	223	194	1	18	223	418
FB_0788498	96	338	1	1	96	435
FB_0788500	23	282	130	1	23	435
FB_0788908	117	216	1	102	117	334
FB_0788909	261	126	1	48	261	388
FB_0788914	127	263	1	45	127	391
FB_0788925	257	160	1	18	257	418
FB_0788926	258	159	1	18	258	418
FB_0789055	374	1	61	374	1	436
FB_0789346	154	207	1	74	154	362
FB_0789349	206	155	1	74	206	362
FB_0789350	155	206	1	74	155	362
FB_0789370	155	206	1	74	155	362
FB_0789387	221	94	1	120	221	316
FB_0789986	213	222	1	213	222	436
FB_0789989	100	242	1	93	100	343
FB_0789999	203	209	1	23	203	413
FB_0790000	163	215	1	57	163	379
FB_0790661	113	322	1	113	322	436
FB_0790664	102	240	1	93	102	343
FB_0790667	113	317	1	5	113	431
FB_0790672	102	240	1	93	102	343
FB_0790677	102	239	1	94	102	342
FB_0790679	248	102	1	85	248	351
FB_0791057	205	207	1	23	205	413
FB_0791063	166	211	1	58	166	378
FB_0791064	165	211	1	59	165	377
FB_0791066	72	362	1	1	72	435
FB_0791077	102	235	1	98	102	338
FB_0791078	228	133	1	74	228	362
FB_0791592	114	321	1	114	321	436
FB_0791596	381	1	54	381	1	436
FB_0791606	358	76	1	1	358	435
FB_0791612	75	358	1	2	75	434
FB_0792090	222	112	1	101	222	335
FB_0792092	255	180	1	255	180	436
FB_0792096	43	344	48	1	43	435
FB_0792098	33	296	106	1	33	435
FB_0792110	205	207	1	23	205	413
FB_0792673	110	235	1	90	110	346
FB_0792679	224	210	1	1	224	435
FB_0792713	211	205	1	19	211	417
FB_0793202	129	261	1	45	129	391
FB_0793204	261	129	1	45	261	391
FB_0793212	203	208	1	24	203	412
FB_0793220	129	262	1	44	129	392
FB_0793221	161	258	1	16	161	420
FB_0793222	279	156	1	279	156	436
FB_0793621	169	244	20	1	2	433
FB_0793624	135	227	1	73	135	363
FB_0793631	20	245	170	1	20	435
FB_0793632	224	210	1	1	224	435
FB_0793636	214	133	1	88	214	348
FB_0793639	20	245	170	1	20	435
FB_0794243	21	247	167	1	21	435
FB_0794247	228	136	1	71	228	365
FB_0794257	224	210	1	1	224	435
FB_0794261	213	222	1	213	222	436
FB_0794263	223	211	1	1	223	435
FB_0794276	211	224	1	211	224	436
FB_0794278	135	227	1	73	135	363
FB_0794757	226	209	1	226	209	436
FB_0795113	190	225	1	20	190	416
FB_0795162	45	386	1	4	45	432
FB_0795165	249	179	1	7	249	429
FB_0795168	188	204	1	43	188	393
FB_0795169	188	197	1	50	188	386
FB_0795195	162	253	1	20	162	416
FB_0795199	213	200	1	22	213	414
FB_0795840	181	254	1	181	254	436
FB_0795847	208	187	1	40	208	396
FB_0795854	254	181	1	254	181	436
FB_0795858	176	220	1	39	176	397
FB_0796334	172	227	1	36	172	400
FB_0796336	231	101	1	103	231	333
FB_0796354	370	1	65	370	1	436
FB_0796947	44	390	1	1	44	435
FB_0796949	217	218	1	217	218	436
FB_0796952	315	120	1	315	120	436
FB_0797211	236	152	1	47	236	389
FB_0797213	398	29	1	8	398	428
FB_0797218	240	121	1	74	240	362
FB_0797221	187	229	1	19	187	417
FB_0797232	235	152	1	48	235	388
FB_0797233	235	152	1	48	235	388
FB_0797504	64	370	1	1	64	435
FB_0797507	370	64	1	1	370	435
FB_0797511	159	232	1	44	159	392
FB_0797520	232	159	1	44	232	392
FB_0797528	232	159	1	44	232	392
FB_0797930	161	230	1	44	161	392
FB_0797932	158	230	1	47	158	389
FB_0797934	230	161	1	44	230	392
FB_0797940	371	64	1	371	64	436
FB_0797947	161	230	1	44	161	392
FB_0797952	92	322	1	21	92	415
FB_0797962	145	232	1	58	145	378
FB_0797965	123	238	1	74	123	362
FB_0798152	192	226	1	17	192	419
FB_0798158	185	211	1	39	185	397
FB_0798159	376	59	1	376	59	436
FB_0798161	376	59	1	376	59	436
FB_0798165	208	185	1	42	208	394
FB_0798173	86	341	1	8	86	428
FB_0798583	226	209	1	226	209	436
FB_0798584	77	358	1	77	358	436
FB_0798596	226	207	1	2	226	434
FB_0799244	225	210	1	225	210	436
FB_0799250	10	187	236	1	2	433
FB_0799256	234	188	13	1	234	435
FB_0799259	223	212	1	223	212	436
FB_0799260	94	258	83	1	94	435
FB_0799262	226	209	1	226	209	436
FB_0799264	188	208	1	39	188	397
FB_0799274	131	237	1	67	131	369
FB_0800269	115	319	1	1	115	435
FB_0800272	320	114	1	1	320	435
FB_0800273	307	115	1	13	307	423
FB_0800289	10	189	236	1	10	435
FB_0801346	117	302	1	16	117	420
FB_0802269	246	189	1	246	189	436
FB_0802270	246	189	1	246	189	436
FB_0802843	398	37	1	398	37	436
FB_0802844	148	229	1	58	148	378
FB_0802846	231	146	1	58	231	378
FB_0802848	113	259	63	1	113	435
FB_0802850	113	259	63	1	113	435
FB_0802851	146	227	1	62	146	374
FB_0803243	270	156	1	9	270	427
FB_0803510	270	163	1	2	270	434
FB_0803517	181	254	1	181	254	436
FB_0803520	14	186	235	1	14	435
FB_0804485	92	341	1	2	92	434
FB_0804877	120	314	1	1	120	435
FB_0804878	110	308	1	17	110	419
FB_0804880	234	185	16	1	234	435
FB_0805042	112	254	69	1	112	435
FB_0805044	345	88	1	2	345	434
FB_0805155	398	37	1	398	37	436
FB_0805169	156	271	1	8	156	428
FB_0805650	37	398	1	37	398	436
FB_0805660	89	257	89	1	89	435
FB_0805702	108	178	1	149	108	287
FB_0805708	199	236	1	199	236	436
FB_0805709	247	152	1	36	247	400
FB_0805710	236	199	1	236	199	436
FB_0805743	226	1	209	226	1	436
FB_0805745	233	200	1	2	233	434
FB_0805750	200	232	1	3	200	433
FB_0806468	279	135	1	21	279	415
FB_0806473	137	275	1	23	137	413
FB_0806586	28	144	263	1	28	435
FB_0806594	86	349	1	86	349	436
FB_0806823	113	256	66	1	113	435
FB_0807144	216	162	1	57	216	379
FB_0807155	361	1	74	361	1	436
FB_0807170	354	1	81	354	1	436
FB_0807175	125	215	1	95	125	341
FB_0807976	160	216	1	59	160	377
FB_0807980	160	216	1	59	160	377
FB_0807981	212	162	1	61	212	375
FB_0808004	123	214	1	98	123	338
FB_0808617	171	227	1	37	171	399
FB_0808627	186	170	1	79	186	357
FB_0809220	171	191	1	73	171	363
FB_0809228	184	151	1	100	184	336
FB_0810253	69	229	128	1	9	426
FB_0810254	130	228	77	1	130	435
FB_0810256	161	158	115	1	1	434
FB_0810261	347	87	1	1	347	435
FB_0810272	347	87	1	1	347	435
FB_0810295	379	1	56	379	1	436
FB_0810580	230	184	1	21	230	415
FB_0810587	92	248	94	1	1	434
FB_0810589	176	229	1	30	176	406
FB_0811039	355	80	1	355	80	436
FB_0811040	31	280	124	1	31	435
FB_0811056	13	200	222	1	13	435
FB_0811057	256	167	1	12	256	424
FB_0811059	161	252	22	1	161	435
FB_0811060	194	219	18	1	4	431
FB_0811248	181	232	1	22	181	414
FB_0811256	203	202	1	30	203	406
FB_0811258	46	290	99	1	46	435
FB_0811264	267	168	1	267	168	436
FB_0811291	181	232	1	22	181	414
FB_0811624	232	181	1	22	232	414
FB_0811631	232	181	1	22	232	414
FB_0811632	246	152	1	37	246	399
FB_0811643	267	168	1	267	168	436
FB_0812208	151	247	1	37	151	399
FB_0812223	203	202	1	30	203	406
FB_0812225	202	203	1	30	202	406
FB_0812226	98	291	46	1	98	435
FB_0812237	203	202	1	30	203	406
FB_0812238	247	150	1	38	247	398
FB_0812239	232	180	1	23	232	413
FB_0812477	92	248	95	1	92	435
FB_0812478	90	246	99	1	90	435
FB_0812495	99	246	90	1	99	435
FB_0812507	95	248	92	1	95	435
FB_0813107	14	179	242	1	14	435
FB_0813108	65	258	112	1	65	435
FB_0813109	106	259	67	1	3	432
FB_0813115	231	171	1	33	231	403
FB_0813119	66	260	109	1	66	435
FB_0813123	67	258	107	1	3	432
FB_0813129	177	237	1	21	177	415
FB_0813223	231	183	1	21	231	415
FB_0813256	87	346	1	2	87	434
FB_0813263	320	114	1	1	320	435
FB_0814176	171	221	1	43	171	393
FB_0814184	178	235	1	22	178	414
FB_0815023	215	119	1	101	215	335
FB_0815024	214	123	1	98	214	338
FB_0815025	123	214	1	98	123	338
FB_0815027	161	213	1	61	161	375
FB_0815086	123	213	1	99	123	337
FB_0816014	174	238	1	23	174	413
FB_0816027	174	237	1	24	174	412
FB_0816028	119	312	1	4	119	432
FB_0816029	121	217	1	97	121	339
FB_0816035	217	120	1	98	217	338
FB_0816037	144	216	1	75	144	361
FB_0816808	312	120	1	3	312	433
FB_0816809	258	176	1	1	258	435
FB_0816820	125	214	1	96	125	340
FB_0816821	214	124	1	97	214	339
FB_0816839	314	119	1	2	314	434
FB_0817501	125	217	1	93	125	343
FB_0817504	125	217	1	93	125	343
FB_0817506	119	313	1	3	119	433
FB_0817512	119	313	1	3	119	433
FB_0817513	313	119	1	3	313	433
FB_0817515	314	120	1	1	314	435
FB_0817516	313	119	1	3	313	433
FB_0817519	313	119	1	3	313	433
FB_0817523	160	208	1	67	160	369
FB_0817531	120	313	1	2	120	434
FB_0817757	240	173	1	22	240	414
FB_0817758	249	185	1	1	249	435
FB_0817767	123	217	1	95	123	341
FB_0817780	315	119	1	1	315	435
FB_0818944	227	208	1	227	208	436
FB_0818945	314	120	1	1	314	435
FB_0819314	314	117	1	4	314	432
FB_0819937	174	250	1	11	174	425
FB_0819941	221	120	1	94	221	342
FB_0819942	209	223	1	3	209	433
FB_0819949	3	150	282	1	3	435
FB_0819954	281	150	3	1	1	434
FB_0819956	217	173	1	45	217	391
FB_0820931	222	121	1	92	222	344
FB_0820932	398	36	1	1	398	435
FB_0820935	397	38	1	397	38	436
FB_0820945	121	221	1	93	121	343
FB_0820946	258	177	1	258	177	436
FB_0821667	214	183	1	38	214	398
FB_0821669	222	145	1	68	222	368
FB_0822194	241	172	1	22	241	414
FB_0822195	245	169	1	21	245	415
FB_0822451	398	36	1	1	398	435
FB_0822456	363	1	72	363	1	436
FB_0822460	109	326	1	109	326	436
FB_0822798	239	172	1	24	239	412
FB_0822800	91	251	93	1	91	435
FB_0822803	241	180	13	1	1	434
FB_0822823	140	13	1	282	140	154
FB_0822825	86	347	1	2	86	434
FB_0824001	229	201	1	5	229	431
FB_0824002	228	201	1	6	228	430
FB_0824237	145	225	1	65	145	371
FB_0824238	26	273	136	1	26	435
FB_0824240	246	189	1	246	189	436
FB_0824584	203	203	1	29	203	407
FB_0824598	209	224	1	2	209	434
FB_0824611	263	171	1	1	263	435
FB_0824811	186	205	1	44	186	392
FB_0824843	133	231	1	71	133	365
FB_0824847	205	186	1	44	205	392
FB_0824877	231	133	1	71	231	365
FB_0824878	173	254	1	8	173	428
FB_0824881	102	218	1	115	102	321
FB_0824887	173	241	1	21	173	415
FB_0825056	82	204	148	1	1	434
FB_0825061	375	1	60	375	1	436
FB_0825194	177	258	1	177	258	436
FB_0825197	43	175	217	1	43	435
FB_0825199	110	220	104	1	1	434
FB_0825201	256	176	1	3	256	433
FB_0825437	102	218	115	1	102	435
FB_0825439	115	218	102	1	115	435
FB_0825447	113	220	102	1	113	435
FB_0825590	197	173	1	65	197	371
FB_0825617	33	401	1	1	33	435
FB_0825618	226	172	1	37	226	399
FB_0825629	221	157	1	57	221	379
FB_0825631	157	222	1	56	157	380
FB_0825632	403	32	1	403	32	436
FB_0825851	115	213	107	1	115	435
FB_0825855	124	219	1	92	124	344
FB_0826180	160	213	1	62	160	374
FB_0826183	222	123	1	90	222	346
FB_0826185	215	193	1	27	215	409
FB_0826186	341	92	1	2	341	434
FB_0826200	92	341	1	2	92	434
FB_0826218	106	216	112	1	1	434
FB_0826219	266	166	1	3	266	433
FB_0826221	112	217	105	1	1	434
FB_0826633	194	204	1	37	194	399
FB_0826637	338	97	1	338	97	436
FB_0826641	32	224	179	1	32	435
FB_0826691	215	160	1	60	215	376
FB_0829097	208	188	1	39	208	397
FB_0829100	188	209	1	38	188	398
FB_0829231	140	162	1	133	140	303
FB_0829528	235	1	200	235	1	436
FB_0829531	240	1	195	240	1	436
FB_0829536	398	37	1	398	37	436
FB_0829833	175	213	1	47	175	389
FB_0829841	185	217	33	1	185	435
FB_0830026	211	202	1	22	211	414
FB_0831296	247	171	1	17	247	419
FB_0831297	116	318	1	1	116	435
FB_0831298	247	172	1	16	247	420
FB_0831299	349	86	1	349	86	436
FB_0831315	222	1	213	222	1	436
FB_0831317	190	220	1	25	190	411
FB_0831634	41	388	1	6	41	430
FB_0831640	345	90	1	345	90	436
FB_0831641	138	287	1	10	138	426
FB_0832349	199	236	1	199	236	436
FB_0832361	165	231	1	39	165	397
FB_0832811	218	1	217	218	1	436
FB_0832819	127	306	1	2	127	434
FB_0832820	218	1	217	218	1	436
FB_0832999	220	192	1	23	220	413
FB_0833943	322	112	1	1	322	435
FB_0833947	38	397	1	38	397	436
FB_0833948	38	397	1	38	397	436
FB_0834908	394	41	1	394	41	436
FB_0835177	182	242	1	11	182	425
FB_0835207	218	172	1	45	218	391
FB_0835217	183	231	1	21	183	415
FB_0835223	184	231	1	20	184	416
FB_0835532	112	323	1	112	323	436
FB_0837574	38	348	49	1	38	435
FB_0837576	37	300	3	1	95	340
FB_0837578	223	187	1	25	223	411
FB_0837587	218	196	1	21	218	415
FB_0837602	217	198	1	20	217	416
FB_0837844	164	238	1	33	164	403
FB_0837846	227	164	1	44	227	392
FB_0838244	91	315	28	1	1	434
FB_0838423	3	299	38	1	95	340
FB_0838432	292	143	1	292	143	436
FB_0838443	42	389	4	1	42	435
FB_0838444	38	299	3	1	95	340
FB_0839155	97	1	338	97	1	436
FB_0839399	184	244	1	7	184	429
FB_0839403	184	244	1	7	184	429
FB_0839408	244	184	1	7	244	429
FB_0839410	184	244	1	7	184	429
FB_0839413	39	315	81	1	39	435
FB_0839802	195	203	1	37	195	399
FB_0839808	179	224	32	1	179	435
FB_0839829	139	259	37	1	139	435
FB_0839830	37	259	139	1	37	435
FB_0839833	387	48	1	387	48	436
FB_0839860	37	259	139	1	37	435
FB_0840085	241	184	1	10	241	426
FB_0840090	199	234	2	1	199	435
FB_0840091	2	234	199	1	2	435
FB_0840399	39	394	1	2	39	434
FB_0840400	227	1	208	227	1	436
FB_0840402	322	113	1	322	113	436
FB_0840952	36	399	1	36	399	436
FB_0840959	233	185	1	17	233	419
FB_0841914	390	45	1	390	45	436
FB_0841915	213	149	1	73	213	363
FB_0842159	296	138	1	1	296	435
FB_0842161	138	297	1	138	297	436
FB_0842164	399	36	1	399	36	436
FB_0842249	203	215	1	17	203	419
FB_0842254	393	42	1	393	42	436
FB_0844561	168	201	66	1	168	435
FB_0845056	255	178	1	2	255	434
FB_0845784	64	222	147	1	2	433
FB_0847269	149	225	60	1	1	434
FB_0847944	213	193	1	29	213	407
FB_0847958	161	204	1	70	161	366
FB_0848252	297	138	1	297	138	436
FB_0848258	147	227	61	1	147	435
FB_0848270	181	239	1	15	181	421
FB_0848298	182	252	1	1	182	435
FB_0848306	239	176	1	20	239	416
FB_0848307	61	227	147	1	61	435
FB_0849347	122	232	1	81	122	355
FB_0849813	141	207	87	1	141	435
FB_0849815	220	196	1	19	220	417
FB_0849822	385	48	1	2	385	434
FB_0849825	98	231	1	106	98	330
FB_0849828	87	207	141	1	87	435
FB_0849835	387	48	1	387	48	436
