EV_Eve1_R422	FB_0000011	FB_0000517	FB_0000521	FB_0000529	FB_0000582	FB_0000870	FB_0000880	FB_0000978	FB_0000981	FB_0000984	FB_0000986	FB_0000988	FB_0000989	FB_0000993	FB_0000996	FB_0001462	FB_0001465	FB_0001467	FB_0001468	FB_0001475	FB_0002378	FB_0002632	FB_0002636	FB_0002637	FB_0002639	FB_0002649	FB_0002653	FB_0003079	FB_0003096	FB_0003104	FB_0003106	FB_0003107	FB_0003114	FB_0003118	FB_0003482	FB_0003485	FB_0003489	FB_0003490	FB_0003491	FB_0004014	FB_0004016	FB_0004019	FB_0004037	FB_0004038	FB_0004046	FB_0004993	FB_0005006	FB_0005008	FB_0005457	FB_0005458	FB_0005460	FB_0005956	FB_0005957	FB_0005958	FB_0005963	FB_0005966	FB_0005974	FB_0005980	FB_0007370	FB_0007375	FB_0007388	FB_0007623	FB_0007625	FB_0007631	FB_0007637	FB_0008274	FB_0008287	FB_0008291	FB_0008294	FB_0008612	FB_0008635	FB_0008637	FB_0009203	FB_0009209	FB_0009214	FB_0009218	FB_0009219	FB_0009220	FB_0009237	FB_0009256	FB_0009745	FB_0009751	FB_0009753	FB_0009773	FB_0010446	FB_0010458	FB_0010475	FB_0010610	FB_0010613	FB_0010620	FB_0010622	FB_0010624	FB_0010626	FB_0010630	FB_0011059	FB_0011074	FB_0011075	FB_0011077	(Other)
FxPL_81	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968	2573	4450	2548	968
FxPL_82	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118	2542	4374	2505	1118
FxPL_83	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734	2840	4243	2722	734
FxPL_84	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860	2782	4150	2747	860
FxPL_85	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943	2697	4317	2582	943
FxPL_86	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976	2766	4168	2629	976
FxPL_87	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964	2562	4546	2467	964
FxPL_88	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055	2711	4181	2592	1055
FxPL_89	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919	2788	4141	2691	919
FxPL_9	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182	2594	4225	2538	1182
FxPL_90	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928	2692	4253	2666	928
FxPL_91	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736	2832	4201	2770	736
FxPL_92	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932	2741	4241	2625	932
FxPL_93	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012	2594	4476	2457	1012
5_65_ROYAL_GALA_x	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14
3_78_PINOVA_M9_y	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38	2859	4828	2814	38
GaxPi_10	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669	2781	4358	2731	669
GaxPi_11	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669	2744	4454	2672	669
GaxPi_12	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891	2871	3970	2807	891
GaxPi_13	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630	2953	4101	2855	630
GaxPi_14	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633	2822	4334	2750	633
GaxPi_15	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796	2674	4444	2625	796
GaxPi_16	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054	2818	3963	2704	1054
GaxPi_17	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637	2801	4371	2730	637
GaxPi_19	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924	2731	4234	2650	924
GaxPi_20	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750	2840	4117	2832	750
GaxPi_21	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753	2839	4114	2833	753
GaxPi_22	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562	2709	4686	2582	562
GaxPi_23	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865	2976	3796	2902	865
GaxPi_24	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389	2821	4552	2777	389
GaxPi_25	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660	2961	4007	2911	660
GaxPi_26	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691	2839	4255	2754	691
GaxPi_27	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690	2838	4257	2754	690
GaxPi_28	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526	2958	4160	2895	526
GaxPi_3	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814	2869	3966	2890	814
GaxPi_30	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820	2908	3953	2858	820
GaxPi_33	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753	2671	4559	2556	753
GaxPi_34	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735	2780	4284	2740	735
GaxPi_35	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736	3021	3842	2940	736
GaxPi_36	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823	2862	4056	2798	823
GaxPi_37	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663	3137	3740	2999	663
GaxPi_38	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736	2778	4380	2645	736
GaxPi_39	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665	2961	3996	2917	665
GaxPi_4	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483	2891	4325	2840	483
GaxPi_40	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657	2964	3999	2919	657
GaxPi_42	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636	2960	4026	2917	636
